instruction,reference,prediction,latency_sec
Is methylmalonic acidemia with homocystinuria inherited ?,"Methylmalonic acidemia with homocystinuria is usually inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition. When caused by mutations in the HCFC1 gene, the condition is inherited in an X-linked recessive pattern. The HCFC1 gene is located on the X chromosome, which is one of the two sex chromosomes. In males (who have only one X chromosome), one altered copy of the gene in each cell is sufficient to cause the condition. In females (who have two X chromosomes), a mutation would have to occur in both copies of the gene to cause the disorder. Because it is unlikely that females will have two altered copies of this gene, males are affected by X-linked recessive disorders much more frequently than females. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons.","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",3.7874058449999666
What are the treatments for McLeod neuroacanthocytosis syndrome ?,These resources address the diagnosis or management of McLeod neuroacanthocytosis syndrome: - Gene Review: Gene Review: McLeod Neuroacanthocytosis Syndrome - Genetic Testing Registry: McLeod neuroacanthocytosis syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,These resources address the diagnosis or management of McLeod neuroacanthocytosis syndrome: - Gene Review: Gene Review: Neuroacanthocytosis Syndromes - Genetic Testing Registry: McLeod neuroacanthocytosis syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,5.304200411000011
What are the treatments for Tay-Sachs disease ?,"How might children with Tay-Sachs disease be treated? Although several attempts have been made at purified enzyme replacement therapy for children with Tay-Sachs disease, none has been successful. Cellular infusions and even bone marrow transplantation have been attempted with no evidence of benefit. Because no specific treatment is available for Tay-Sachs disease, treatment is directed at the symptoms and major associated conditions. Treatment is supportive and aimed at providing adequate nutrition and hydration. The airway must be protected. Seizures can be controlled initially with conventional anticonvulsant medications such as benzodiazepines, phenytoins, and/or barbiturates, but the progressive nature of the disease may require alteration of dosage or medication. Infectious diseases should be managed. In advanced disease, good bowel movement should be maintained and severe constipation should be avoided. Good hydration, food additives, stool softeners, laxatives, and other measures should be employed to avoid severe constipation.","These resources address the diagnosis or management of Tay-Sachs disease: - Gene Review: Gene Review: Hexosaminidase A Deficiency (Tay-Sachs Disease) - Genetic Testing Registry: Tay-Sachs disease, infantile These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care",5.264317015000188
What are the treatments for DMD-associated dilated cardiomyopathy ?,"These resources address the diagnosis or management of DMD-associated dilated cardiomyopathy: - Gene Review: Gene Review: Dilated Cardiomyopathy Overview - Gene Review: Gene Review: Dystrophinopathies - Genetic Testing Registry: Dilated cardiomyopathy 3B - Genetic Testing Registry: Duchenne muscular dystrophy - National Heart, Lung, and Blood Institute: How Is Cardiomyopathy Diagnosed? - National Heart, Lung, and Blood Institute: How Is Cardiomyopathy Treated? These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care","These resources address the diagnosis or management of DMD-associated dilated cardiomyopathy: - Gene Review: Gene Review: Duchenne Muscular Dystrophy and Related Disorders - Genetic Testing Registry: Duchenne muscular dystrophy, X-linked 1 These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care",5.482463499000005
what research (or clinical trials) is being done for Swallowing Disorders ?,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to dysphagia in their clinics and laboratories and support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to treat dysphagia.,"The National Institute of Neurological Disorders and Stroke (NINDS), a part of the National Institutes of Health, conducts and supports research on disorders that affect swallowing. The NINDS also funds research to improve understanding of the mechanisms involved in normal and abnormal swallowing.",3.4099505839999438
What is (are) Ankylosing spondylitis ?,"Ankylosing spondylitis (AS) is a type of chronic, inflammatory arthritis that mainly affects the spine. It usually begins with inflammation of the joints between the pelvic bones and spine, gradually spreading to the joints between the vertebrae. Signs and symptoms usually begin in adolescence or early adulthood and may include back pain and stiffness. Back movement gradually becomes more limited as the vertebrae fuse together. The condition may also affect the shoulders; ribs; hips; knees; and feet; as well as the eyes; bowel; and very rarely, the heart and lungs. AS is likely caused by a combination of genetic and environmental factors; variations in several genes are thought to affect the risk to develop AS. In most cases, treatment involves exercise and medications to relieve pain and inflammation.","Ankylosing spondylitis is a chronic inflammatory disease that primarily affects the spine. It causes inflammation of the vertebrae and sacroiliac joints, which are located between the hip bones and the sacrum at the base of the pelvis. The condition can also affect other parts of the body such as the eyes, heart, lungs, skin, and bowel. Symptoms may include pain in the lower back or buttocks; stiffness; limited range of motion; and/or difficulty walking. Inflammation caused by ankylosing spondylitis can lead to permanent bone fusion, causing the spine to become rigid and immobile. This condition usually develops during adolescence or early adulthood. Although there is no cure for ankylosing spondylitis, treatment options are available to help manage symptoms and prevent complications.",10.700313112000003
Who is at risk for Parasites - Lymphatic Filariasis? ?,"There are three different filarial species that can cause lymphatic filariasis in humans. Most of the infections worldwide are caused by Wuchereria bancrofti. In Asia, the disease can also be caused by Brugia malayi and Brugia timori. The infection spreads from person to person by mosquito bites. The adult worm lives in the human lymph vessels, mates, and produces millions of microscopic worms, also known as microfilariae. Microfilariae circulate in the person's blood and infect the mosquito when it bites a person who is infected. Microfilariae grow and develop in the mosquito. When the mosquito bites another person, the larval worms pass from the mosquito into the human skin, and travel to the lymph vessels. They grow into adult worms, a process that takes 6 months or more. An adult worm lives for about 5–7 years. The adult worms mate and release millions of microfilariae into the blood. People with microfilariae in their blood can serve as a source of infection to others. A wide range of mosquitoes can transmit the parasite, depending on the geographic area. In Africa, the most common vector is Anopheles and in the Americas, it is Culex quinquefasciatus. Aedes and Mansonia can transmit the infection in the Pacific and in Asia. Many mosquito bites over several months to years are needed to get lymphatic filariasis. People living for a long time in tropical or sub-tropical areas where the disease is common are at the greatest risk for infection. Short-term tourists have a very low risk. Programs to eliminate lymphatic filariasis are under way in more than 50 countries. These programs are reducing transmission of the filarial parasites and decreasing the risk of infection for people living in or visiting these communities. Geographic distribution Lymphatic filariasis affects over 120 million people in 73 countries throughout the tropics and sub-tropics of Asia, Africa, the Western Pacific, and parts of the Caribbean and South America. In the Americas, only four countries are currently known to be endemic: Haiti, the Dominican Republic, Guyana and Brazil. In the United States, Charleston, South Carolina, was the last known place with lymphatic filariasis. The infection disappeared early in the 20th century. Currently, you cannot get infected in the U.S.","Infection with lymphatic filariasis can occur in people who live in or travel to areas where the disease is common. The parasite that causes lymphatic filariasis, Wuchereria bancrofti and Brugia malayi, are transmitted by mosquitoes. These mosquitoes bite humans during the day and night. They also bite animals such as dogs, cats, cows, and pigs. If a mosquito bites an infected person, it will become infected with the parasite. When the mosquito bites another human, it may pass on the infection. People living in or traveling to areas where the disease is common should take steps to avoid being bitten by mosquitoes. These include wearing long-sleeved shirts and pants; using insect repellent containing DEET (N,N-diethyl-m-toluamide); and sleeping under a bed net treated with insecticide.",10.68467009799997
What is (are) Carcinoid syndrome ?,"Carcinoid syndrome refers to a group of symptoms that are associated with carcinoid tumors (rare, slow-growing tumors that occur most frequently in the gastroinestinal tract or lungs). Affected people may experience skin flushing, abdominal pain, diarrhea, difficulty breathing, rapid heart rate, low blood pressure, skin lesions on the face (telangiectasias), and wheezing. In later stages, carcinoid syndrome may damage the heart valves, resulting in symptoms of congestive heart failure. The condition occurs when the carcinoid tumor secretes serotonin or other chemicals into the bloodstream. Only 10% of people with carcinoid tumors develop carcinoid syndrome; most have advanced stage carcinoid tumors that have spread to the liver. Treatment generally involves addressing the underlying carcinoid tumor and medications to alleviate symptoms.","Carcinoid syndrome is a group of symptoms that occur when tumors in the body produce large amounts of serotonin. The most common cause of carcinoid syndrome is neuroendocrine tumors, which are cancers or noncancerous growths that originate from cells in the nervous system and secrete hormones into the bloodstream. Other causes include benign tumors called paraneoplastic syndromes, which do not involve cancer; certain genetic disorders such as multiple endocrine neoplasia type 1; and some medications. Symptoms may be mild to severe and can affect many parts of the body including the skin, digestive tract, lungs, liver, heart, kidneys, eyes, and nervous system. Treatment depends on the signs and symptoms present but often includes surgery, radiation therapy, chemotherapy, hormone therapy, and/or targeted therapies.",10.284524574999978
What is (are) Donohue syndrome ?,"Donohue syndrome is a rare disorder characterized by severe insulin resistance, a condition in which the body's tissues and organs do not respond properly to the hormone insulin. Insulin normally helps regulate blood sugar levels by controlling how much sugar (in the form of glucose) is passed from the bloodstream into cells to be used as energy. Severe insulin resistance leads to problems with regulating blood sugar levels and affects the development and function of organs and tissues throughout the body. Severe insulin resistance underlies the varied signs and symptoms of Donohue syndrome. Individuals with Donohue syndrome are unusually small starting before birth, and affected infants experience failure to thrive, which means they do not grow and gain weight at the expected rate. Additional features that become apparent soon after birth include a lack of fatty tissue under the skin (subcutaneous fat); wasting (atrophy) of muscles; excessive body hair growth (hirsutism); multiple cysts on the ovaries in females; and enlargement of the nipples, genitalia, kidneys, heart, and other organs. Most affected individuals also have a skin condition called acanthosis nigricans, in which the skin in body folds and creases becomes thick, dark, and velvety. Distinctive facial features in people with Donohue syndrome include bulging eyes, thick lips, upturned nostrils, and low-set ears. Affected individuals develop recurrent, life-threatening infections beginning in infancy. Donohue syndrome is one of a group of related conditions described as inherited severe insulin resistance syndromes. These disorders, which also include Rabson-Mendenhall syndrome and type A insulin resistance syndrome, are considered part of a spectrum. Donohue syndrome represents the most severe end of the spectrum; most children with this condition do not survive beyond age 2.","Donohue syndrome is a rare condition characterized by intellectual disability, delayed development of motor skills such as sitting and walking, seizures, and distinctive facial features. The signs and symptoms of this disorder vary widely among affected individuals. People with Donohue syndrome typically have an unusually small head size (microcephaly), which can lead to problems with balance and coordination. They also often have short stature. Affected individuals may experience delays in reaching developmental milestones such as rolling over or sitting up independently. Some people with Donohue syndrome develop movement disorders that cause involuntary muscle contractions (dystonia). These movements are usually limited to the arms and legs but can affect other parts of the body as well. In addition to dystonia, some people with Donohue syndrome have abnormal posturing of their limbs when they are awake (hypotonicity) or asleep (hypertonicity). Hypotonicity occurs when muscles become weak and limp, while hypertonicity results from abnormally stiff muscles. Other movement abnormalities include tremors, difficulty controlling eye movements, and involuntary jerking movements of the hands and feet (choreoathetosis). Many people with Donohue syndrome have seizures during infancy or early childhood. Seizures occur less frequently in older children and",15.89540868999984
What are the treatments for SUNCT Headache ?,"These headaches are generally non-responsive to usual treatment for other short-lasting headaches. Corticosteroids and the anti-epileptic drugs gabapentin, lamotrigine, and carbamazepine may help relieve some symptoms in some patients. Studies have shown that injections of glycerol to block nerve signaling along the trigeminal nerve may provide temporary relief in some severe cases, but the headaches recurred in about 40 percent of individuals studied.","Treatment of a headache is aimed at relieving pain and preventing future attacks. The following medications may be used to treat a migraine: - triptans, which block the action of serotonin in the brain; these drugs can relieve both migraine and cluster headaches - ergotamine, which blocks the release of certain chemicals that cause pain - sumatriptan or zolmitriptan, which are similar to triptans but have fewer side effects - beta blockers, such as propranolol, which reduce blood pressure and slow heart rate - nonsteroidal anti-inflammatory drugs (NSAIDs), such as ibuprofen, naproxen sodium, ketoprofen, indomethacin, and others, which reduce inflammation and relieve pain - acetaminophen, which reduces fever and relieves mild pain - dexamethasone, which reduces inflammation and relieves pain - magnesium sulfate, which relaxes muscles and reduces inflammation - flunarizine, which blocks calcium channels in nerve cells and reduces inflammation - topiramate, which blocks an enzyme involved in the production of neurotransmitters that transmit signals between nerves in the brain - valproic acid, which blocks an enzyme involved in the production of neurotransmitters that transmit signals between nerves in the brain - gab",15.925175050000007
What are the treatments for proopiomelanocortin deficiency ?,These resources address the diagnosis or management of proopiomelanocortin deficiency: - Eunice Kennedy Shriver National Institute of Child Health and Human Development: How are Obesity and Overweight Diagnosed? - Gene Review: Gene Review: Proopiomelanocortin Deficiency - Genetic Testing Registry: Proopiomelanocortin deficiency - MedlinePlus Encyclopedia: ACTH - National Heart Lung and Blood Institute: How Are Overweight and Obesity Treated? - National Institutes of Health Clinical Center: Managing Adrenal Insufficiency These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,These resources address the diagnosis or management of proopiomelanocortin deficiency: - Gene Review: Gene Review: Proopiomelanocortin-Related Disorders - Genetic Testing Registry: Proopiomelanocortin deficiency These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,5.118965528000217
How to prevent Coronary Heart Disease ?,"You can prevent and control coronary heart disease (CHD)by taking action to control your risk factors with heart-healthy lifestyle changes and medicines. Examples of risk factors you can control include high blood cholesterol, high blood pressure, and overweight and obesity. Only a few risk factorssuch as age, gender, and family historycant be controlled. Your risk for CHD increases with the number of risk factors you have. To reduce your risk of CHD and heart attack, try to control each risk factor you have by adopting the following heart-healthy lifestyles: Heart-healthy eating Maintaining a healthy weight Managing stress Physical activity Quitting smoking Know your family history of health problems related to CHD. If you or someone in your family has CHD, be sure to tell your doctor. If lifestyle changes aren't enough, you also may need medicines to control your CHD risk factors.","The best way to prevent coronary heart disease is to adopt a healthy lifestyle. This includes eating a diet rich in fruits, vegetables, and whole grains; exercising regularly; maintaining a healthy weight; not smoking; and managing stress. If you have already been diagnosed with CHD or are at risk for developing it, your doctor may recommend that you take aspirin daily to help prevent blood clots from forming. You also might need to take other medicines to treat high blood pressure, high cholesterol, diabetes, or other conditions that can increase the risk of CHD.",7.105522681000139
What is (are) alpha thalassemia ?,"Alpha thalassemia is a blood disorder that reduces the production of hemoglobin. Hemoglobin is the protein in red blood cells that carries oxygen to cells throughout the body. In people with the characteristic features of alpha thalassemia, a reduction in the amount of hemoglobin prevents enough oxygen from reaching the body's tissues. Affected individuals also have a shortage of red blood cells (anemia), which can cause pale skin, weakness, fatigue, and more serious complications. Two types of alpha thalassemia can cause health problems. The more severe type is known as hemoglobin Bart hydrops fetalis syndrome or Hb Bart syndrome. The milder form is called HbH disease. Hb Bart syndrome is characterized by hydrops fetalis, a condition in which excess fluid builds up in the body before birth. Additional signs and symptoms can include severe anemia, an enlarged liver and spleen (hepatosplenomegaly), heart defects, and abnormalities of the urinary system or genitalia. As a result of these serious health problems, most babies with this condition are stillborn or die soon after birth. Hb Bart syndrome can also cause serious complications for women during pregnancy, including dangerously high blood pressure with swelling (preeclampsia), premature delivery, and abnormal bleeding. HbH disease causes mild to moderate anemia, hepatosplenomegaly, and yellowing of the eyes and skin (jaundice). Some affected individuals also have bone changes such as overgrowth of the upper jaw and an unusually prominent forehead. The features of HbH disease usually appear in early childhood, and affected individuals typically live into adulthood.","Alpha thalassemia is a condition that affects the production of hemoglobin, which is an oxygen-carrying protein found in red blood cells. Hemoglobin normally forms part of a large molecule called hemoglobin A, which makes up about 90 percent of all hemoglobin in the body. The other two types of hemoglobin are beta and gamma; they make up only about 10 percent each. Alpha thalassemia results from mutations in one or more genes on chromosome 16 that provide instructions for making proteins involved in the formation of hemoglobin molecules. These proteins are known as alpha globin proteins because they form part of the larger hemoglobin A molecule. Mutations in these genes reduce the amount of functional alpha globin protein produced by the body. As a result, fewer hemoglobin A molecules can be made. In severe cases of alpha thalassemia, there may not be enough normal hemoglobin to meet the body's needs. This shortage causes anemia, which leads to fatigue, pale skin, shortness of breath, and weakness. In mild cases of alpha thalassemia, people have no symptoms until later in life when their bodies begin producing less than half of the normal amount of hemoglobin.",15.86112025600005
"What are the symptoms of Pancreatic cancer, childhood ?","What are the signs and symptoms of Pancreatic cancer, childhood? The Human Phenotype Ontology provides the following list of signs and symptoms for Pancreatic cancer, childhood. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Neoplasm of the pancreas - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of pancreatic cancer in children? The Human Phenotype Ontology provides the following list of signs and symptoms for pancreatic cancer, childhood. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abdominal pain 90% Ascites 90% Hepatomegaly 90% Jaundice 90% Nausea and vomiting 90% Splenomegaly 90% Weight loss 90% Abnormality of metabolism/homeostasis - Autosomal recessive inheritance - Cachexia - Chronic diarrhea - Constipation - Diarrhea - Failure to thrive - Fever - Gastrointestinal stromal tumor - Hypercalcemia - Hypoproteinemia - Inflammatory bowel disease - Irritable bowel syndrome - Malabsorption - Pancreatitis - Pancreatic adenocarcinoma - Pancreatic pseudocyst - Pancreatic stellate cell neoplasm - Pancreatic stellate cell tumor - Pancreatic tissue necrosis - Pancreatic",15.93980719199999
What are the treatments for Urinary Tract Infection In Adults ?,"Most UTIs are caused by bacteria, which are treated with bacteria-fighting medications called antibiotics or antimicrobials. The choice of medication and length of treatment depend on the patients history and the type of bacteria causing the infection. Some antibiotics may be ruled out if a person has allergies to them. The sensitivity test takes 48 hours to complete and is especially useful in helping the health care provider select the antibiotic most likely to be effective in treating an infection. Longer treatment may be needed if the first antibiotic given is not effective. When a UTI occurs in a healthy person with a normal, unobstructed urinary tract, the term uncomplicated is used to describe the infection. Most young women who have UTIs have uncomplicated UTIs, which can be cured with 2 or 3 days of treatment. Single-dose treatment is less effective. Longer treatment causes more side effects and is not more effective. A follow-up urinalysis helps to confirm the urinary tract is infection-free. Taking the full course of treatment is important because symptoms may disappear before the infection is fully cleared. Complicated UTIs occur when a personfor example, a pregnant woman or a transplant patientis weakened by another condition. A UTI is also complicated when the person has a structural or functional abnormality of the urinary tract, such as an obstructive kidney stone or prostate enlargement that squeezes the urethra. Health care providers should assume that men and boys have a complicated UTI until proven otherwise. Severely ill patients with kidney infections may be hospitalized until they can take fluids and needed medications on their own. Kidney infections may require several weeks of antibiotic treatment. Kidney infections in adults rarely lead to kidney damage or kidney failure unless they go untreated or are associated with urinary tract obstruction. Bladder infections are generally self-limiting, but antibiotic treatment significantly shortens the duration of symptoms. People usually feel better within a day or two of treatment. Symptoms of kidney and prostate infections last longer. Drinking lots of fluids and urinating frequently will speed healing. If needed, various medications are available to relieve the pain of a UTI. A heating pad on the back or abdomen may also help. Recurrent Infections in Women Health care providers may advise women who have recurrent UTIs to try one of the following treatment options: - Take low doses of the prescribed antibiotic daily for 6 months or longer. If taken at bedtime, the medication remains in the bladder longer and may be more effective. NIH-supported research has shown this therapy to be effective without causing serious side effects. - Take a single dose of an antibiotic after sexual intercourse. - Take a short course2 or 3 daysof an antibiotic when symptoms appear. To try to prevent an infection, health care providers may suggest women - drink plenty of water every day - urinate when the need arises and avoid resisting the urge to urinate - urinate after sexual intercourse - switch to a different method of birth control if recurring UTIs are a problem Infections during Pregnancy During pregnancy, bacterial infection of the urineeven in the absence of symptomscan pose risks to both the mother and the baby. Some antibiotics are not safe to take during pregnancy. In selecting the best treatments, health care providers consider various factors such as the medications effectiveness, the stage of pregnancy, the mothers health, and potential effects on the fetus. Complicated Infections Curing infections that stem from a urinary obstruction or other systemic disorder depends on finding and correcting the underlying problem, sometimes with surgery. If the root cause goes untreated, this group of patients is at risk for kidney damage. Also, such infections tend to arise from a wider range of bacteria and sometimes from more than one type of bacteria at a time. Infections in Men Urinary tract infections in men are often the result of an obstructionfor example, a urinary stone or enlarged prostateor are from a catheter used during a medical procedure. The first step in treating such an infection is to identify the infecting organism and the medications to which it is sensitive. Prostate infectionschronic bacterial prostatitisare harder to cure because antibiotics may be unable to penetrate infected prostate tissue effectively. For this reason, men with bacterial prostatitis often need long-term treatment with a carefully selected antibiotic. UTIs in men are frequently associated with acute bacterial prostatitis, which can be life threatening if not treated urgently.","Treatment of a UTI depends on whether it is caused by bacteria or fungi. If you have symptoms, your health care provider will prescribe antibiotics to treat the infection. You should take all of the medicine as prescribed and finish the entire course even if you feel better before the treatment is over. This helps prevent antibiotic resistance.",4.000234352999996
What are the symptoms of Kawasaki Disease ?,"Major Signs and Symptoms One of the main symptoms during the early part of Kawasaki disease, called the acute phase, is fever. The fever lasts longer than 5 days. It remains high even after treatment with standard childhood fever medicines. Other classic signs of the disease are: Swollen lymph nodes in the neck A rash on the mid-section of the body and in the genital area Red, dry, cracked lips and a red, swollen tongue Red, swollen palms of the hands and soles of the feet Redness of the eyes Other Signs and Symptoms During the acute phase, your child also may be irritable and have a sore throat, joint pain, diarrhea, vomiting, and stomach pain. Within 2 to 3 weeks of the start of symptoms, the skin on your child's fingers and toes may peel, sometimes in large sheets.","The most common symptom is a high fever lasting for at least five days. Other signs and symptoms may include: Red, swollen hands and feet Rash on the palms of the hands and soles of the feet Redness in the eyes Swollen lymph nodes (glands) in the neck or groin Joint pain and stiffness Skin changes such as peeling skin inside the mouth and red lips and tongue Rash on the scalp and/or ears Rash on the chest and back Rash on the face Rash on the arms and legs Rash on the buttocks and genitals Rash on the genital area Rash on the trunk Rash on the lower extremities Rash on the upper extremities Rash on the head Rash on the scalp Rash on the eyelids Rash on the inner thighs Rash on the perineum (the area between the anus and vagina in females; the scrotum in males) Rash on the penis Rash on the vulva (in females); rash on the labia minora (innermost folds of tissue around the vaginal opening); and rash on the clitoris (in females).",12.924554365999938
How to diagnose Vulvar Cancer ?,"Tests that examine the vulva are used to detect (find) and diagnose vulvar cancer. The following tests and procedures may be used: - Physical exam and history : An exam of the body to check general signs of health, including checking the vulva for signs of disease, such as lumps or anything else that seems unusual. A history of the patients health habits and past illnesses and treatments will also be taken. - Biopsy : The removal of samples of cells or tissues from the vulva so they can be viewed under a microscope by a pathologist to check for signs of cancer.","Tests that examine the vulva are used to detect (find) and diagnose vulvar cancer. The following tests and procedures may be used: - Physical exam and history : An exam of the body to check general signs of health, including checking for signs of disease, such as lumps or anything else that seems unusual. A history of the patients health habits and past illnesses and treatments will also be taken. - Pap test : A procedure to collect cells from the cervix, vagina, and vulva. A speculum is inserted into the vagina and the doctor or nurse takes a small sample of tissue by scraping it with a spoon-like device. The sample is placed in a solution that preserves the cells. This process is repeated several times around the outside of the cervix. The samples are then examined under a microscope for signs of disease. - Biopsy : The removal of cells or tissues so they can be viewed under a microscope by a pathologist to check for signs of cancer. There are different types of biopsies. - Cervical biopsy : The removal of part or all of the cervical tissue using instruments passed through the neck of the uterus. - Colposcopy : A procedure to check the cervix, vagina, and vulva for abnormal areas. A spec",15.770580269999982
What are the genetic changes related to diastrophic dysplasia ?,"Diastrophic dysplasia is one of several skeletal disorders caused by mutations in the SLC26A2 gene. This gene provides instructions for making a protein that is essential for the normal development of cartilage and for its conversion to bone. Cartilage is a tough, flexible tissue that makes up much of the skeleton during early development. Most cartilage is later converted to bone, except for the cartilage that continues to cover and protect the ends of bones and is present in the nose and external ears. Mutations in the SLC26A2 gene alter the structure of developing cartilage, preventing bones from forming properly and resulting in the skeletal problems characteristic of diastrophic dysplasia.","Mutations in the COL2A1 gene cause diastrophic dysplasia. The COL2A1 gene provides instructions for making a protein called type II collagen, which is found in connective tissues throughout the body. Type II collagen forms part of the extracellular matrix, which is a network of proteins and other molecules that fills spaces between cells. This matrix provides support and flexibility to many tissues and organs. Type II collagen also plays an important role in bone development by forming fibers within the developing bones (cartilage). Mutations in the COL2A1 gene lead to the production of abnormal type II collagen or no type II collagen at all. As a result, cartilage cannot develop properly, leading to skeletal abnormalities characteristic of diastrophic dysplasia.",9.603527468000038
What are the symptoms of Fetal akinesia syndrome X-linked ?,"What are the signs and symptoms of Fetal akinesia syndrome X-linked? The Human Phenotype Ontology provides the following list of signs and symptoms for Fetal akinesia syndrome X-linked. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Agenesis of corpus callosum - Arrhinencephaly - Blepharophimosis - Fetal akinesia sequence - Hypokinesia - Polyhydramnios - Stillbirth - Telecanthus - X-linked inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Fetal akinesia syndrome X-linked? The Human Phenotype Ontology provides the following list of signs and symptoms for Fetal akinesia syndrome X-linked. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of movement 90% Aplasia/Hypoplasia affecting the eye 90% Cognitive impairment 90% Delayed skeletal maturation 90% Hypertonia 90% Muscular hypotonia 90% Neurological speech impairment 90% Seizures 90% Short stature 90% Visual impairment 90% Abnormality of the hip bone 50% Abnormality of the ribs 50% Abnormality of the wrist 50% Cleft palate 50% Hearing impairment 50% Microcephaly 50% Osteolysis 50% Scoliosis 50% Skeletal muscle atrophy 50% Abnormality of the a",16.015478682000094
How many people are affected by Prostate Cancer ?,"Prostate cancer is one of the most common types of cancer among American men. It is a slow-growing disease that mostly affects older men. In fact, more than 60 percent of all prostate cancers are found in men over the age of 65. The disease rarely occurs in men younger than 40 years of age.","Prostate cancer is the most common type of cancer in men. It is estimated that 190,000 new cases will be diagnosed and more than 28,000 deaths from prostate cancer will occur this year.",3.078451972000039
What is (are) Tyrosinemia type 1 ?,"Tyrosinemia type 1 is a genetic disorder characterized by elevated blood levels of the amino acid tyrosine, a building block of most proteins. This condition is caused by a shortage of the enzyme fumarylacetoacetate hydrolase, one of the enzymes required for the multi-step process that breaks down tyrosine. This enzyme shortage is caused by mutations in the FAH gene. Symptoms usually appear in the first few months of life and include failure to thrive, diarrhea, vomiting, jaundice, cabbage-like odor, and increased tendency to bleed (particularly nosebleeds). Tyrosinemia type I can lead to liver and kidney failure, problems affecting the nervous system, and an increased risk of liver cancer. This condition is inherited in an autosomal recessive manner.","Tyrosinemia type 1 is a rare inherited disorder that affects the body's metabolism. It causes an accumulation of a substance called tyrosine in the blood and other tissues, which can lead to serious health problems if left untreated. The signs and symptoms of this condition vary widely among affected individuals. Some people with tyrosinemia type 1 have no apparent signs or symptoms of the disorder. Others may develop mild neurological abnormalities such as intellectual disability, seizures, and behavioral changes; liver disease; kidney failure; heart defects; skeletal abnormalities; and/or eye abnormalities. Tyrosinemia type 1 is caused by mutations in the TTYH gene and is inherited in an autosomal recessive manner. Treatment typically involves dietary restrictions and medications.",9.37251384199999
