instruction,reference,prediction,latency_sec
What are the symptoms of Dyssynergia cerebellaris myoclonica ?,"What are the signs and symptoms of Dyssynergia cerebellaris myoclonica? The Human Phenotype Ontology provides the following list of signs and symptoms for Dyssynergia cerebellaris myoclonica. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Generalized seizures 7.5% Abnormality of the dentate nucleus - Abnormality of the mitochondrion - Ataxia - Autosomal dominant inheritance - Intention tremor - Myoclonus - Pallidal degeneration - Ragged-red muscle fibers - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Dyssynergia cerebellaris myoclonica? The Human Phenotype Ontology provides the following list of signs and symptoms for Dyssynergia cerebellaris myoclonica. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of movement 90% Aplasia/Hypoplasia of the corpus callosum 50% Cerebral atrophy 50% Decreased muscle mass 50% Epilepsy 50% Hypertonia 50% Muscular hypotonia 50% Myoclonus 50% Nystagmus 50% Optic atrophy 50% Seizures 50% Strabismus 50% Visual impairment 50% Autosomal recessive inheritance - Dysarthria - Dysdiadochokinesis - Dysmetria - Dystonia - Hemiplegia/hemiparesis - Hyperreflexia - Intellectual disability -",14.428170334000242
How many people are affected by inherited thyroxine-binding globulin deficiency ?,"The complete form of inherited thyroxine-binding globulin deficiency, TBG-CD, affects about 1 in 15,000 newborns worldwide. The partial form, TBG-PD, affects about 1 in 4,000 newborns. These conditions appear to be more common in the Australian Aborigine population and in the Bedouin population of southern Israel.","The prevalence of inherited thyroxine-binding globulin deficiency is unknown. This condition appears to be rare, although its exact frequency has not been determined.",1.780173728000591
How many people are affected by CAV3-related distal myopathy ?,The prevalence of CAV3-related distal myopathy is unknown. Only a few affected individuals have been described in the medical literature.,"The prevalence of CAV3-related distal myopathy is unknown. This condition appears to be rare, although its exact incidence has not been determined.",1.7317547150014434
What are the symptoms of Bare lymphocyte syndrome 2 ?,"What are the signs and symptoms of Bare lymphocyte syndrome 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Bare lymphocyte syndrome 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Agammaglobulinemia - Autosomal dominant inheritance - Autosomal recessive inheritance - Biliary tract abnormality - Chronic lymphocytic meningitis - Chronic mucocutaneous candidiasis - Colitis - Cutaneous anergy - Encephalitis - Failure to thrive - Malabsorption - Neutropenia - Panhypogammaglobulinemia - Protracted diarrhea - Recurrent bacterial infections - Recurrent fungal infections - Recurrent lower respiratory tract infections - Recurrent protozoan infections - Recurrent upper respiratory tract infections - Recurrent urinary tract infections - Recurrent viral infections - Villous atrophy - Viral hepatitis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","What are the signs and symptoms of Bare lymphocyte syndrome 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Bare lymphocyte syndrome 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the skin - Autosomal recessive inheritance - Congenital hypoplasia of T cells - Hypogammaglobulinemia - Lymphocytopenia - Myelodysplastic/myeloproliferative disorder - Neutropenia - Recurrent infections - Short stature - Thrombocytopenia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in hundreds of possible conditions. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom in an condition is usually listed as a rough estimate of how frequently the sign or symptom occurs in people with the given condition. For example, a frequency of 25% means that 25% of people with",14.425235603999681
What are the treatments for Short Bowel Syndrome ?,"A health care provider will recommend treatment for short bowel syndrome based on a patient's nutritional needs. Treatment may include - nutritional support - medications - surgery - intestinal transplant Nutritional Support The main treatment for short bowel syndrome is nutritional support, which may include the following: - Oral rehydration. Adults should drink water, sports drinks, sodas without caffeine, and salty broths. Children should drink oral rehydration solutionsspecial drinks that contain salts and minerals to prevent dehydrationsuch as Pedialyte, Naturalyte, Infalyte, and CeraLyte, which are sold in most grocery stores and drugstores. - Parenteral nutrition. This treatment delivers fluids, electrolytes, and liquid vitamins and minerals into the bloodstream through an intravenous (IV) tubea tube placed into a vein. Health care providers give parenteral nutrition to people who cannot or should not get their nutrition or enough fluids through eating. - Enteral nutrition. This treatment delivers liquid food to the stomach or small intestine through a feeding tubea small, soft, plastic tube placed through the nose or mouth into the stomach. Gallstonessmall, pebblelike substances that develop in the gallbladderare a complication of enteral nutrition. More information is provided in the NIDDK health topic, Gallstones. - Vitamin and mineral supplements. A person may need to take vitamin and mineral supplements during or after parenteral or enteral nutrition. - Special diet. A health care provider can recommend a specific diet plan for the patient that may include - small, frequent feedings - avoiding foods that can cause diarrhea, such as foods high in sugar, protein, and fiber - avoiding high-fat foods Medications A health care provider may prescribe medications to treat short bowel syndrome, including - antibiotics to prevent bacterial overgrowth - H2 blockers to treat too much gastric acid secretion - proton pump inhibitors to treat too much gastric acid secretion - choleretic agents to improve bile flow and prevent liver disease - bile-salt binders to decrease diarrhea - anti-secretin agents to reduce gastric acid in the intestine - hypomotility agents to increase the time it takes food to travel through the intestines, leading to increased nutrient absorption - growth hormones to improve intestinal absorption - teduglutide to improve intestinal absorption Surgery The goal of surgery is to increase the small intestine's ability to absorb nutrients. Approximately half of the patients with short bowel syndrome need surgery.2 Surgery used to treat short bowel syndrome includes procedures that - prevent blockage and preserve the length of the small intestine - narrow any dilated segment of the small intestine - slow the time it takes for food to travel through the small intestine - lengthen the small intestine Long-term treatment and recovery, which for some may take years, depend in part on - what sections of the small intestine were removed - how much of the intestine is damaged - how well the muscles of the intestine work - how well the remaining small intestine adapts over time Intestinal Transplant An intestinal transplant is surgery to remove a diseased or an injured small intestine and replace it with a healthy small intestine from a person who has just died, called a donor. Sometimes a living donor can provide a segment of his or her small intestine. Transplant surgeonsdoctors who specialize in performing transplant surgeryperform the surgery on patients for whom other treatments have failed and who have lifethreatening complications from long-term parenteral nutrition. An intestinal-transplant team performs the surgery in a hospital. The patient will need anesthesia. Complications of intestinal transplantation include infections and rejection of the transplanted organ. A successful intestinal transplant can be a life-saving treatment for people with intestinal failure caused by short bowel syndrome. By 2008, transplant surgeons had performed almost 2,000 intestinal transplantations in the United Statesapproximately 75 percent of which were in patients younger than 18 years of age.3 A health care provider will tailor treatment to the severity of the patient's disease: - Treatment for mild short bowel syndrome involves eating small, frequent meals; drinking fluid; taking nutritional supplements; and using medications to treat diarrhea. - Treatment for moderate short bowel syndrome is similar to that for mild short bowel syndrome, with the addition of parenteral nutrition as needed. - Treatment for severe short bowel syndrome involves use of parenteral nutrition and oral rehydration solutions. Patients may receive enteral nutrition or continue normal eating, even though most of the nutrients are not absorbed. Both enteral nutrition and normal eating stimulate the remaining intestine to work better and may allow patients to discontinue parenteral nutrition. Some patients with severe short bowel syndrome require parenteral nutrition indefinitely or surgery.","Treatment of short bowel syndrome depends on the cause and severity. The goal is to provide enough calories, protein, vitamins, minerals, and other nutrients in the diet to prevent malnutrition and growth retardation. In some cases, a parent or caregiver may need help with feeding. A nutritionist can recommend a meal plan that meets nutritional needs. If a child has severe short bowel syndrome, he or she may need total parenteral nutrition (TPN). TPN provides all the calories, proteins, fats, carbohydrates, vitamins, and minerals needed by the body through an IV line inserted into a vein. This treatment allows children who cannot eat enough food to get adequate nutrition.",7.640484126999581
What is the outlook for Adult Acute Lymphoblastic Leukemia ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following: - The age of the patient. - Whether the cancer has spread to the brain or spinal cord. - Whether there are certain changes in the genes, including the Philadelphia chromosome. - Whether the cancer has been treated before or has recurred (come back).","Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following: - The stage of the cancer. - Whether there are signs or symptoms of leukemia in other parts of the body. - How well the patient's organs work. - The type of leukemia. - The age of the patient. - Whether the leukemia has been treated before with chemotherapy, radiation therapy, or stem cell transplant.",5.395045126999321
what research (or clinical trials) is being done for Breast Cancer ?,"New Technologies Several new technologies offer hope for making future treatment easier for women with breast cancer. - Using a special tool, doctors can today insert a miniature camera through the nipple and into a milk duct in the breast to examine the area for cancer. Using a special tool, doctors can today insert a miniature camera through the nipple and into a milk duct in the breast to examine the area for cancer. - Researchers are testing another technique to help women who have undergone weeks of conventional radiation therapy. Using a small catheter -- a tube with a balloon tip -- doctors can deliver tiny radioactive beads to a place on the breast where cancer tissue has been removed. This can reduce the therapy time to a matter of days. Researchers are testing another technique to help women who have undergone weeks of conventional radiation therapy. Using a small catheter -- a tube with a balloon tip -- doctors can deliver tiny radioactive beads to a place on the breast where cancer tissue has been removed. This can reduce the therapy time to a matter of days. New Drug Combination Therapies New drug therapies and combination therapies continue to evolve. - A mix of drugs may increase the length of time you will live or the length of time you will live without cancer. It may someday prove useful for some women with localized breast cancer after they have had surgery. A mix of drugs may increase the length of time you will live or the length of time you will live without cancer. It may someday prove useful for some women with localized breast cancer after they have had surgery. - New research shows women with early-stage breast cancer who took the drug letrozole, an aromatase inhibitor, after they completed five years of tamoxifen therapy significantly reduced their risk of breast cancer recurrence. New research shows women with early-stage breast cancer who took the drug letrozole, an aromatase inhibitor, after they completed five years of tamoxifen therapy significantly reduced their risk of breast cancer recurrence. Treating HER2-Positive Breast Cancer Herceptin is a drug commonly used to treat women who have a certain type of breast cancer. This drug slows or stops the growth of cancer cells by blocking HER2, a protein found on the surface of some types of breast cancer cells. Approximately 20 to 25 percent of breast cancers produce too much HER2. These ""HER2 positive"" tumors tend to grow faster and are generally more likely to return than tumors that do not overproduce HER2. Results from clinical trials show that those patients with early-stage HER2 positive breast cancer who received Herceptin in combination with chemotherapy had a 52 percent decrease in risk in the cancer returning compared with patients who received chemotherapy treatment alone. Cancer treatments like chemotherapy can be systemic, meaning they affect whole tissues, organs, or the entire body. Herceptin, however, was the first drug used to target only a specific molecule involved in breast cancer. Another drug, Tykerb, was approved by the U.S. Food and Drug Administration for use for treatment of HER2-positive breast cancer. Because of the availability of these two drugs, an international trial called ALTTO was designed to determine if one drug is more effective, safer, and if taking the drugs separately, in tandem order, or together is better. Unfortunately, the results, released in 2014, showed that taking two HER2-targeted agents together was no better than taking one alone in improving survival. The TAILORx Trial In an attempt to further specialize breast cancer treatment, The Trial Assigning Individualized Options for Treatment, or TAILORx, enrolled 10,000 women to examine whether appropriate treatment can be assigned based on genes that are frequently associated with risk of recurrence of breast cancer. The goal of TAILORx is important because the majority of women with early-stage breast cancer are advised to receive chemotherapy in addition to radiation and hormonal therapy, yet research has not demonstrated that chemotherapy benefits all of them equally. TAILORx seeks to examine many of a woman's genes simultaneously and use this information in choosing a treatment course, thus sparing women unnecessary treatment if chemotherapy is not likely to be of substantial benefit to them.","The National Cancer Institute's (NCI)'s mission is to lead the fight against cancer. NCI conducts and supports a wide range of research on breast cancer, including studies that focus on: - New ways to prevent, detect, diagnose, treat, and study breast cancer - New approaches to treating advanced or recurrent breast cancer - The role of genetics in breast cancer prevention and treatment - How lifestyle factors such as diet, exercise, and stress affect breast cancer risk and prognosis - New methods to improve quality of life for people with breast cancer and their families - Research into how breast cancer develops and spreads, and what can be done about it - Studies to find out whether certain drugs are effective in preventing breast cancer in women who have had breast cancer before NCI funds many types of research to help men and women live longer, healthier lives. For example, researchers are studying new treatments for breast cancer and other cancers; developing better tests to predict which patients will respond best to particular therapies; and finding ways to prevent cancer from returning after treatment.",11.723002751999957
Is methylmalonic acidemia with homocystinuria inherited ?,"Methylmalonic acidemia with homocystinuria is usually inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition. When caused by mutations in the HCFC1 gene, the condition is inherited in an X-linked recessive pattern. The HCFC1 gene is located on the X chromosome, which is one of the two sex chromosomes. In males (who have only one X chromosome), one altered copy of the gene in each cell is sufficient to cause the condition. In females (who have two X chromosomes), a mutation would have to occur in both copies of the gene to cause the disorder. Because it is unlikely that females will have two altered copies of this gene, males are affected by X-linked recessive disorders much more frequently than females. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons.","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",3.347834567000973
What are the treatments for McLeod neuroacanthocytosis syndrome ?,These resources address the diagnosis or management of McLeod neuroacanthocytosis syndrome: - Gene Review: Gene Review: McLeod Neuroacanthocytosis Syndrome - Genetic Testing Registry: McLeod neuroacanthocytosis syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,These resources address the diagnosis or management of McLeod neuroacanthocytosis syndrome: - Gene Review: Gene Review: McLeod Neuroacanthocytosis Syndrome - Genetic Testing Registry: McLeod neuroacanthocytosis These resources from MedlinePlus offer information about the care and management of various health conditions: - Health Management Tips - Drug Therapy - Surgery and Rehabilitation - Patient Care These resources from MedlinePlus offer additional information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Patient Care,6.230222616000901
What are the treatments for Tay-Sachs disease ?,"How might children with Tay-Sachs disease be treated? Although several attempts have been made at purified enzyme replacement therapy for children with Tay-Sachs disease, none has been successful. Cellular infusions and even bone marrow transplantation have been attempted with no evidence of benefit. Because no specific treatment is available for Tay-Sachs disease, treatment is directed at the symptoms and major associated conditions. Treatment is supportive and aimed at providing adequate nutrition and hydration. The airway must be protected. Seizures can be controlled initially with conventional anticonvulsant medications such as benzodiazepines, phenytoins, and/or barbiturates, but the progressive nature of the disease may require alteration of dosage or medication. Infectious diseases should be managed. In advanced disease, good bowel movement should be maintained and severe constipation should be avoided. Good hydration, food additives, stool softeners, laxatives, and other measures should be employed to avoid severe constipation.","These resources address the diagnosis or management of Tay-Sachs disease: - Genetic Testing Registry: Tay-Sachs disease, type A These resources from MedlinePlus offer information about the care and management of various health conditions: - Health Management Tips - Drug Therapy - Surgery and Rehabilitation - Patient Care These resources from MedlinePlus offer additional information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Patient Care",5.021226618999208
What are the treatments for DMD-associated dilated cardiomyopathy ?,"These resources address the diagnosis or management of DMD-associated dilated cardiomyopathy: - Gene Review: Gene Review: Dilated Cardiomyopathy Overview - Gene Review: Gene Review: Dystrophinopathies - Genetic Testing Registry: Dilated cardiomyopathy 3B - Genetic Testing Registry: Duchenne muscular dystrophy - National Heart, Lung, and Blood Institute: How Is Cardiomyopathy Diagnosed? - National Heart, Lung, and Blood Institute: How Is Cardiomyopathy Treated? These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care",These resources address the diagnosis or management of DMD-associated dilated cardiomyopathy: - American Heart Association: Dilated Cardiomyopathy - Gene Review: Dystrophin-Related Disorders These resources from MedlinePlus offer information about the care and management of various health conditions: - Health Management Tips - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,4.276126586999453
what research (or clinical trials) is being done for Swallowing Disorders ?,The National Institute of Neurological Disorders and Stroke (NINDS) and other institutes at the National Institutes of Health conduct research related to dysphagia in their clinics and laboratories and support additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to treat dysphagia.,"The National Institute of Neurological Disorders and Stroke (NINDS), a part of the National Institutes of Health, conducts research in laboratories at the NIH, and supports additional research through grants to major medical institutions across the country. Much of this research focuses on finding better ways to prevent, treat, and ultimately cure disorders such as dysphagia.",3.9425637669992284
What is (are) Ankylosing spondylitis ?,"Ankylosing spondylitis (AS) is a type of chronic, inflammatory arthritis that mainly affects the spine. It usually begins with inflammation of the joints between the pelvic bones and spine, gradually spreading to the joints between the vertebrae. Signs and symptoms usually begin in adolescence or early adulthood and may include back pain and stiffness. Back movement gradually becomes more limited as the vertebrae fuse together. The condition may also affect the shoulders; ribs; hips; knees; and feet; as well as the eyes; bowel; and very rarely, the heart and lungs. AS is likely caused by a combination of genetic and environmental factors; variations in several genes are thought to affect the risk to develop AS. In most cases, treatment involves exercise and medications to relieve pain and inflammation.","Ankylosing spondylitis (AS) is a chronic inflammatory disease that primarily affects the spine and other large joints. It usually begins in young adulthood, although it can occur at any age. The cause of AS is unknown but may be due to an interaction between genetic factors and environmental triggers such as smoking or infections. Symptoms include pain and stiffness in the lower back and hips; morning stiffness lasting more than 30 minutes; heel pain; foot pain; eye inflammation; and arthritis of the knees, ankles, shoulders, neck, and sacroiliac joints. Treatment includes medications, physical therapy, and surgery.",7.094585435001136
Who is at risk for Parasites - Lymphatic Filariasis? ?,"There are three different filarial species that can cause lymphatic filariasis in humans. Most of the infections worldwide are caused by Wuchereria bancrofti. In Asia, the disease can also be caused by Brugia malayi and Brugia timori. The infection spreads from person to person by mosquito bites. The adult worm lives in the human lymph vessels, mates, and produces millions of microscopic worms, also known as microfilariae. Microfilariae circulate in the person's blood and infect the mosquito when it bites a person who is infected. Microfilariae grow and develop in the mosquito. When the mosquito bites another person, the larval worms pass from the mosquito into the human skin, and travel to the lymph vessels. They grow into adult worms, a process that takes 6 months or more. An adult worm lives for about 5–7 years. The adult worms mate and release millions of microfilariae into the blood. People with microfilariae in their blood can serve as a source of infection to others. A wide range of mosquitoes can transmit the parasite, depending on the geographic area. In Africa, the most common vector is Anopheles and in the Americas, it is Culex quinquefasciatus. Aedes and Mansonia can transmit the infection in the Pacific and in Asia. Many mosquito bites over several months to years are needed to get lymphatic filariasis. People living for a long time in tropical or sub-tropical areas where the disease is common are at the greatest risk for infection. Short-term tourists have a very low risk. Programs to eliminate lymphatic filariasis are under way in more than 50 countries. These programs are reducing transmission of the filarial parasites and decreasing the risk of infection for people living in or visiting these communities. Geographic distribution Lymphatic filariasis affects over 120 million people in 73 countries throughout the tropics and sub-tropics of Asia, Africa, the Western Pacific, and parts of the Caribbean and South America. In the Americas, only four countries are currently known to be endemic: Haiti, the Dominican Republic, Guyana and Brazil. In the United States, Charleston, South Carolina, was the last known place with lymphatic filariasis. The infection disappeared early in the 20th century. Currently, you cannot get infected in the U.S.","Lymphatic filariasis can affect anyone who lives in or travels to an area where the disease is found. However, some people are more likely than others to become infected with lymphatic filarial parasites and develop lymphedema. These factors include: Being a man Living in areas of high population density Having had surgery on the leg (such as circumcision) Being born into families that have lived in endemic areas for many generations Being exposed to mosquitoes that carry lymphatic filarial parasites Being younger than 40 Years of age Being overweight or obese Being malnourished Being HIV-positive Being diabetic Being pregnant",6.725906715999372
What is (are) Carcinoid syndrome ?,"Carcinoid syndrome refers to a group of symptoms that are associated with carcinoid tumors (rare, slow-growing tumors that occur most frequently in the gastroinestinal tract or lungs). Affected people may experience skin flushing, abdominal pain, diarrhea, difficulty breathing, rapid heart rate, low blood pressure, skin lesions on the face (telangiectasias), and wheezing. In later stages, carcinoid syndrome may damage the heart valves, resulting in symptoms of congestive heart failure. The condition occurs when the carcinoid tumor secretes serotonin or other chemicals into the bloodstream. Only 10% of people with carcinoid tumors develop carcinoid syndrome; most have advanced stage carcinoid tumors that have spread to the liver. Treatment generally involves addressing the underlying carcinoid tumor and medications to alleviate symptoms.","Carcinoid syndrome is a group of symptoms that occur when tumors in the body produce large amounts of serotonin. Serotonin is a hormone and neurotransmitter, which means it regulates many bodily functions including digestion, heart rate, blood pressure, and sexual function. The most common cause of carcinoid syndrome is a tumor called a neuroendocrine tumor or NET. These tumors can form anywhere in the body but are most often found in the gastrointestinal tract, lungs, skin, and pancreas. Symptoms may include diarrhea, flushing, wheezing, abdominal pain, coughing, shortness of breath, weight loss, and vomiting. Treatment depends on the type of cancer causing the condition and whether there are any other health problems present.",8.15848721599832
What is (are) Donohue syndrome ?,"Donohue syndrome is a rare disorder characterized by severe insulin resistance, a condition in which the body's tissues and organs do not respond properly to the hormone insulin. Insulin normally helps regulate blood sugar levels by controlling how much sugar (in the form of glucose) is passed from the bloodstream into cells to be used as energy. Severe insulin resistance leads to problems with regulating blood sugar levels and affects the development and function of organs and tissues throughout the body. Severe insulin resistance underlies the varied signs and symptoms of Donohue syndrome. Individuals with Donohue syndrome are unusually small starting before birth, and affected infants experience failure to thrive, which means they do not grow and gain weight at the expected rate. Additional features that become apparent soon after birth include a lack of fatty tissue under the skin (subcutaneous fat); wasting (atrophy) of muscles; excessive body hair growth (hirsutism); multiple cysts on the ovaries in females; and enlargement of the nipples, genitalia, kidneys, heart, and other organs. Most affected individuals also have a skin condition called acanthosis nigricans, in which the skin in body folds and creases becomes thick, dark, and velvety. Distinctive facial features in people with Donohue syndrome include bulging eyes, thick lips, upturned nostrils, and low-set ears. Affected individuals develop recurrent, life-threatening infections beginning in infancy. Donohue syndrome is one of a group of related conditions described as inherited severe insulin resistance syndromes. These disorders, which also include Rabson-Mendenhall syndrome and type A insulin resistance syndrome, are considered part of a spectrum. Donohue syndrome represents the most severe end of the spectrum; most children with this condition do not survive beyond age 2.","Donohue syndrome is a disorder that affects many parts of the body. The most common signs and symptoms include intellectual disability, delayed development of motor skills such as sitting and walking, seizures, and an unusually small head size (microcephaly). People with this condition also have distinctive facial features including a prominent forehead; a broad nasal bridge; a high, narrow roof of the mouth (palate); and widely spaced eyes. Affected individuals often have heart defects, particularly abnormal connections between the upper chambers of the heart (the atria) and lower chambers of the heart (the ventricles), which can lead to heart failure. Other heart abnormalities may include holes in the walls separating the two sides of the heart (ventricular septal defect) or thickening of the heart muscle (cardiomyopathy). Some people with Donohue syndrome have kidney problems, including cysts on the kidneys or kidney stones. They may also have hearing loss caused by damage to the inner ear (sensorineural deafness). Less commonly, affected individuals have eye abnormalities, skeletal abnormalities, or developmental delay.",12.41207877099987
What are the treatments for SUNCT Headache ?,"These headaches are generally non-responsive to usual treatment for other short-lasting headaches. Corticosteroids and the anti-epileptic drugs gabapentin, lamotrigine, and carbamazepine may help relieve some symptoms in some patients. Studies have shown that injections of glycerol to block nerve signaling along the trigeminal nerve may provide temporary relief in some severe cases, but the headaches recurred in about 40 percent of individuals studied.","Treatment of a migraine headache is symptomatic and supportive. For example, over-the-counter (OTC) analgesics such as acetaminophen or ibuprofen can be used to relieve pain. Other medications that may help include ergotamine, sumatriptan, dihydroergotamine, and naproxen sodium. Some people find relief from caffeine-containing beverages like coffee, tea, and soft drinks. In addition, some patients have found benefit with the use of nonsteroidal anti-inflammatory drugs (NSAIDs), which include aspirin, indomethacin, and celecoxib. Patients who experience frequent headaches should consult their health care provider about possible underlying causes and treatment options.",7.999574127001324
What are the treatments for proopiomelanocortin deficiency ?,These resources address the diagnosis or management of proopiomelanocortin deficiency: - Eunice Kennedy Shriver National Institute of Child Health and Human Development: How are Obesity and Overweight Diagnosed? - Gene Review: Gene Review: Proopiomelanocortin Deficiency - Genetic Testing Registry: Proopiomelanocortin deficiency - MedlinePlus Encyclopedia: ACTH - National Heart Lung and Blood Institute: How Are Overweight and Obesity Treated? - National Institutes of Health Clinical Center: Managing Adrenal Insufficiency These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care,These resources address the diagnosis or management of proopiomelanocortin deficiency: - Gene Review: Gene Review: Proopiomelanocortin Deficiency - Genetic Testing Registry: Proopiomelanocortin deficiency These resources from MedlinePlus offer information about the care and management of various health conditions: - Health Management Tips - Drug Therapy - Surgery and Rehabilitation - Patient Care These resources from MedlinePlus offer additional information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Patient Care,6.263392105000094
How to prevent Coronary Heart Disease ?,"You can prevent and control coronary heart disease (CHD)by taking action to control your risk factors with heart-healthy lifestyle changes and medicines. Examples of risk factors you can control include high blood cholesterol, high blood pressure, and overweight and obesity. Only a few risk factorssuch as age, gender, and family historycant be controlled. Your risk for CHD increases with the number of risk factors you have. To reduce your risk of CHD and heart attack, try to control each risk factor you have by adopting the following heart-healthy lifestyles: Heart-healthy eating Maintaining a healthy weight Managing stress Physical activity Quitting smoking Know your family history of health problems related to CHD. If you or someone in your family has CHD, be sure to tell your doctor. If lifestyle changes aren't enough, you also may need medicines to control your CHD risk factors.",Coronary heart disease (CHD) is a major cause of death in the United States. The risk factors for CHD include - age - gender - family history of early heart disease - high blood pressure and cholesterol levels - diabetes - smoking - physical inactivity - obesity - stress - emotional problems - depression - poor diet - alcohol use - excessive caffeine consumption - lack of education about health risks,4.586100639000506
What is (are) alpha thalassemia ?,"Alpha thalassemia is a blood disorder that reduces the production of hemoglobin. Hemoglobin is the protein in red blood cells that carries oxygen to cells throughout the body. In people with the characteristic features of alpha thalassemia, a reduction in the amount of hemoglobin prevents enough oxygen from reaching the body's tissues. Affected individuals also have a shortage of red blood cells (anemia), which can cause pale skin, weakness, fatigue, and more serious complications. Two types of alpha thalassemia can cause health problems. The more severe type is known as hemoglobin Bart hydrops fetalis syndrome or Hb Bart syndrome. The milder form is called HbH disease. Hb Bart syndrome is characterized by hydrops fetalis, a condition in which excess fluid builds up in the body before birth. Additional signs and symptoms can include severe anemia, an enlarged liver and spleen (hepatosplenomegaly), heart defects, and abnormalities of the urinary system or genitalia. As a result of these serious health problems, most babies with this condition are stillborn or die soon after birth. Hb Bart syndrome can also cause serious complications for women during pregnancy, including dangerously high blood pressure with swelling (preeclampsia), premature delivery, and abnormal bleeding. HbH disease causes mild to moderate anemia, hepatosplenomegaly, and yellowing of the eyes and skin (jaundice). Some affected individuals also have bone changes such as overgrowth of the upper jaw and an unusually prominent forehead. The features of HbH disease usually appear in early childhood, and affected individuals typically live into adulthood.","Alpha thalassemia is a condition that affects the production of hemoglobin, which is an iron-rich protein found in red blood cells. Hemoglobin carries oxygen from the lungs to tissues throughout the body and helps prevent tissue damage caused by low levels of oxygen. Alpha thalassemia occurs when one or more genes involved in producing certain types of hemoglobin are missing or altered. The most common form of this disorder is called alpha-thalassemia minor because it usually does not cause any signs or symptoms. In some cases, however, alpha thalassemia can lead to severe anemia, which causes fatigue, weakness, pale skin, and shortness of breath. Severe forms of alpha thalassemia may also affect other organs and systems in the body.",9.110609306000697
